,State,Facility Name,Total Performance Score,PY2019 Payment Reduction Percentage,CMS Certification Date,StateLat,StateLon
2838,KY,FMC - MT. STERLING,84,No Reduction,5/1/2002,37.8222935,-85.7682399
2839,IA,BLACK HAWK DIALYSIS,66,No Reduction,6/1/2009,41.9383166,-93.389798
2840,KY,DAVITA-TURFWAY PD TRAINING,51,0.50%,8/30/2007,37.8222935,-85.7682399
2841,MD,BMA - LEONARDTOWN,55,0.50%,1/1/1981,38.8063524,-77.2684162
2842,KY,FMC - CENTRAL RICHMOND,59,0.50%,10/12/1994,37.8222935,-85.7682399
2843,MI,GREENFIELD HS - DETROIT WEST PAVILION,58,0.50%,9/1/1977,44.9435598,-86.4158049
2844,IA,UNIVERSITY OF IOWA HOSPITAL & CLINICS DIALYSIS,64,No Reduction,6/1/1975,41.9383166,-93.389798
2845,MD,IDF - PARKVIEW CENTER,62,No Reduction,2/1/1982,38.8063524,-77.2684162
2846,MD,WOODLAWN PERITONEAL DIALYSIS CENTER,56,0.50%,2/14/2017,38.8063524,-77.2684162
2847,MD,RIDGE ROAD DIALYSIS,No Score,No Reduction,12/6/2017,38.8063524,-77.2684162
2848,MI,UNIV OF MI DIALYSIS - ADULT,56,0.50%,1/1/1977,44.9435598,-86.4158049
2849,MI,DAVITA - REDFORD,50,0.50%,8/2/1995,44.9435598,-86.4158049
2850,MD,WASHINGTON COUNTY DIALYSIS,84,No Reduction,1/20/2011,38.8063524,-77.2684162
2851,MD,DAVITA - CORAL HILLS DIALYSIS,54,0.50%,2/26/2014,38.8063524,-77.2684162
2852,MD,UNION MEMORIAL DIALYSIS,59,0.50%,6/30/2017,38.8063524,-77.2684162
2853,IN,DAVITA - FORT WAYNE SOUTH,58,0.50%,10/12/2011,39.7662195,-86.441277
2854,IA,RIVERPOINT DIALYSIS UNIT,74,No Reduction,3/16/2004,41.9383166,-93.389798
2855,KS,FLINT HILLS DIALYSIS LLC,82,No Reduction,9/2/1992,38.4987789,-98.3200779
2856,MI,CHILDRENS HOSPITAL OF MICHIGAN DIALYSIS,49,1.00%,9/1/1977,44.9435598,-86.4158049
2857,MN,WEST ST PAUL DIALYSIS OF DAVITA,79,No Reduction,1/17/1992,46.4418595,-93.3655146
2858,MI,DAVITA - ALMA DIALYSIS,69,No Reduction,9/1/1977,44.9435598,-86.4158049
2859,MD,FMC - ROBINWOOD,76,No Reduction,10/28/2002,38.8063524,-77.2684162
2860,KS,RAI - PARALLEL PARKWAY - KANSAS CITY DIALYSIS,76,No Reduction,11/28/2007,38.4987789,-98.3200779
2861,MA,FMC DIALYSIS SERVICES OF BLACKSTONE VALLEY,60,No Reduction,11/30/1999,42.0629398,-71.718067
2862,ME,CASCO BAY DIALYSIS FACILITY,74,No Reduction,9/23/1999,45.2185133,-69.0148656
2863,MI,UNIV OF MI DIALYSIS CLINICS - LIVONIA,81,No Reduction,7/1/1999,44.9435598,-86.4158049
2864,MN,DAVITA - WYOMING DIALYSIS,71,No Reduction,11/15/1996,46.4418595,-93.3655146
2865,IN,DAVITA - CARMEL DIALYSIS,60,No Reduction,4/2/2008,39.7662195,-86.441277
2866,MD,WHITNEY DIALYSIS LLC,39,1.50%,10/24/2012,38.8063524,-77.2684162
2867,MN,FMC - PARK AVE DIALYSIS CENTER,72,No Reduction,8/1/1998,46.4418595,-93.3655146
2868,LA,DAVITA - EAST BATON ROUGE,60,No Reduction,3/1/1999,30.9733766,-91.4299097
2869,MN,CAPITOL DIALYSIS OF DAVITA,75,No Reduction,4/18/1997,46.4418595,-93.3655146
2870,MN,SANFORD WORTHINGTON MEDICAL CENTER,74,No Reduction,8/30/1984,46.4418595,-93.3655146
2871,MI,DAVITA - GRAND RAPIDS,64,No Reduction,10/1/1998,44.9435598,-86.4158049
2872,IA,FMC - ALGONA,67,No Reduction,8/1/2016,41.9383166,-93.389798
2873,LA,FMCNA - WINNSBORO,64,No Reduction,11/26/1996,30.9733766,-91.4299097
2874,LA,FMCNA - NATCHITOCHES DX,74,No Reduction,6/6/1982,30.9733766,-91.4299097
2875,LA,DCI - KIDNEY TREATMENT OPTIONS CTR LLC (KTOC),66,No Reduction,4/9/2010,30.9733766,-91.4299097
2876,LA,RACELAND DIALYSIS CTR,68,No Reduction,1/26/1994,30.9733766,-91.4299097
2877,IA,E.A. MOTTO DIALYSIS,67,No Reduction,10/1/2014,41.9383166,-93.389798
2878,MI,DAVITA - STARRWOOD HOME TRAINING,49,1.00%,6/30/2016,44.9435598,-86.4158049
2879,LA,DAVITA - LAKE CHARLES SOUTHWEST DIALYSIS,61,No Reduction,3/11/1996,30.9733766,-91.4299097
2880,IA,PELLA REGIONAL HEALTH CENTER,39,1.50%,10/1/1997,41.9383166,-93.389798
2881,IN,FMC - CORYDON,75,No Reduction,5/8/2008,39.7662195,-86.441277
2882,IN,ISD RENAL,No Score,No Reduction,6/8/2017,39.7662195,-86.441277
2883,MI,ANN ARBOR DIALYSIS OF DAVITA,52,0.50%,1/28/2013,44.9435598,-86.4158049
2884,IA,ATLANTIC DIALYSIS,97,No Reduction,6/20/2000,41.9383166,-93.389798
2885,MI,FMS KALAMAZOO LLC,53,0.50%,9/29/2016,44.9435598,-86.4158049
2886,MD,IDF - CHESTNUT SQUARE DIALYSIS CTR,74,No Reduction,4/1/1981,38.8063524,-77.2684162
2887,MD,GLEN BURNIE HOME TRAINING,64,No Reduction,4/30/2013,38.8063524,-77.2684162
2888,MD,ELLICOTT KIDNEY CENTER LLC,59,0.50%,7/8/2014,38.8063524,-77.2684162
2889,KY,DAVITA - HAMBURG DIALYSIS,61,No Reduction,9/1/2009,37.8222935,-85.7682399
2890,MI,ROCHESTER HILLS DIALYSIS OF DAVITA,70,No Reduction,5/19/2006,44.9435598,-86.4158049
2891,MD,FRESENIUS KIDNEY CARE CAROLINE STREET,66,No Reduction,6/28/2016,38.8063524,-77.2684162
2892,LA,DAVITA - RIVER BEND DIALYSIS,62,No Reduction,4/1/2010,30.9733766,-91.4299097
2893,ME,LEWISTON AUBURN KIDNEY CENTER,70,No Reduction,11/1/1984,45.2185133,-69.0148656
2894,MD,DISTRICT HEIGHTS DIALYSIS,55,0.50%,2/25/2009,38.8063524,-77.2684162
2895,LA,DAVITA - MARRERO DIALYSIS CENTER,64,No Reduction,10/1/2008,30.9733766,-91.4299097
2896,LA,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,69,No Reduction,10/29/1998,30.9733766,-91.4299097
2897,LA,FMCNA - CENTRAL LAKE CHARLES DX,76,No Reduction,4/22/2010,30.9733766,-91.4299097
2898,LA,DCI - WESTBANK-GRETNA,47,1.00%,6/20/1994,30.9733766,-91.4299097
2899,KS,PAOLA DIALYSIS,70,No Reduction,8/29/2012,38.4987789,-98.3200779
2900,MD,DAVITA-ANNAPOLIS DIALYSIS,72,No Reduction,3/31/2014,38.8063524,-77.2684162
2901,LA,FMCNA - WEST MONROE,60,No Reduction,11/18/2009,30.9733766,-91.4299097
2902,LA,FMCNA - GONZALES,76,No Reduction,9/14/2016,30.9733766,-91.4299097
2903,KS,GARDNER DIALYSIS,89,No Reduction,10/23/2015,38.4987789,-98.3200779
2904,MD,GOOD SAMARITAN DIALYSIS,No Score,No Reduction,10/13/2017,38.8063524,-77.2684162
2905,MA,BROOKLINE DIALYSIS,58,0.50%,10/17/1994,42.0629398,-71.718067
2906,KY,FMC - NA OF GRAYSON,79,No Reduction,3/22/2006,37.8222935,-85.7682399
2907,MI,FRESENIUS MEDICAL CARE - JACKSON OAKS,68,No Reduction,9/27/2010,44.9435598,-86.4158049
2908,KY,FMC - GLASGOW KIDNEY CENTER,59,0.50%,8/14/1992,37.8222935,-85.7682399
2909,MI,FRESENIUS MEDICAL CARE AT BENTON HARBOR,67,No Reduction,7/18/2013,44.9435598,-86.4158049
2910,MD,BMA - BALTIMORE,55,0.50%,9/1/1977,38.8063524,-77.2684162
2911,LA,DAVITA - GARDEN DISTRICT DX,59,0.50%,6/12/2007,30.9733766,-91.4299097
2912,KY,FMC - EDGEWOOD,63,No Reduction,11/8/2013,37.8222935,-85.7682399
2913,LA,FMCNA - BOSSIER REGIONAL DX CTR,58,0.50%,3/28/1984,30.9733766,-91.4299097
2914,LA,SNG-ABITA SQUARE DIALYSIS LLC,66,No Reduction,6/14/2011,30.9733766,-91.4299097
2915,MI,NORTHWEST DETROIT DIALYSIS CENTER LLC,54,0.50%,5/2/2011,44.9435598,-86.4158049
2916,MA,PIONEER VALLEY DIALYSIS CENTER,65,No Reduction,11/27/1996,42.0629398,-71.718067
2917,IA,SHENANDOAH DIALYSIS,67,No Reduction,11/1/2003,41.9383166,-93.389798
2918,LA,FMCNA - CROWLEY,72,No Reduction,2/21/1986,30.9733766,-91.4299097
2919,IA,WARNER DIALYSIS CENTER,83,No Reduction,11/15/2002,41.9383166,-93.389798
2920,KY,DAVITA-WALTON DIALYSIS,94,No Reduction,6/8/2017,37.8222935,-85.7682399
2921,IN,DAVITA - APPLESEED,86,No Reduction,11/28/2011,39.7662195,-86.441277
2922,MI,BRIGHTON DIALYSIS OF DAVITA,58,0.50%,5/14/1997,44.9435598,-86.4158049
2923,KY,FMC - TRIGG COUNTY,78,No Reduction,10/1/2010,37.8222935,-85.7682399
2924,MA,MARY ELIZA MAHONEY DIALYSIS CENTER (BMA OF MASSACHUSETTS),51,0.50%,4/23/1993,42.0629398,-71.718067
2925,MA,FRESENIUS MEDICAL CARE MERRIMACK VALLEY,69,No Reduction,9/1/2013,42.0629398,-71.718067
2926,IN,DIALYSIS CENTER OF PORTAGE LLC,67,No Reduction,11/14/2016,39.7662195,-86.441277
2927,LA,FMCNA - AMITE,60,No Reduction,5/22/1989,30.9733766,-91.4299097
2928,IA,AMES MARY GREELEY DIALYSIS,65,No Reduction,6/1/2011,41.9383166,-93.389798
2929,MD,US RENAL CARE - ROCKVILLE,78,No Reduction,6/30/2004,38.8063524,-77.2684162
2930,IA,BUCHANAN COUNTY DIALYSIS,74,No Reduction,3/1/2010,41.9383166,-93.389798
2931,MI,US RENAL CARE WATERVLIET DIALYSIS,81,No Reduction,6/6/2011,44.9435598,-86.4158049
2932,LA,FMCNA - EAST NATCHITOCHES DIALYSIS,79,No Reduction,8/24/1998,30.9733766,-91.4299097
2933,LA,FMCNA - FRANKLIN,51,0.50%,10/21/1994,30.9733766,-91.4299097
2934,IA,UNIVERSITY OF IOWA HOSPITAL & CLINICS - GRINNELL,85,No Reduction,7/28/1997,41.9383166,-93.389798
2935,MD,BEDELL DIALYSIS LLC,61,No Reduction,7/11/2016,38.8063524,-77.2684162
2936,MI,ASPIRUS HOSPITAL AND CLINICS - CRYSTAL FALLS DIALYSIS,51,0.50%,1/14/2000,44.9435598,-86.4158049
2937,LA,DAVITA - MID CITY DIALYSIS,69,No Reduction,1/11/2016,30.9733766,-91.4299097
2938,KS,HIGH PLAINS REGIONAL DIALYSIS,72,No Reduction,2/28/2013,38.4987789,-98.3200779
2939,MI,FMC - HILLSDALE,66,No Reduction,10/24/2012,44.9435598,-86.4158049
2940,MD,BROWNWOOD DIALYSIS LLC,71,No Reduction,6/5/2013,38.8063524,-77.2684162
2941,KS,NALL DIALYSIS,52,0.50%,3/6/2013,38.4987789,-98.3200779
2942,MA,WESTWOOD DIALYSIS CENTER (BMA WESTWOOD),71,No Reduction,12/5/1988,42.0629398,-71.718067
2943,MI,DAVITA - DEARBORN AT HOME,89,No Reduction,6/2/2009,44.9435598,-86.4158049
2944,LA,DAVITA - KENNER REG DIALYSIS,70,No Reduction,5/29/1996,30.9733766,-91.4299097
2945,MI,FRESENIUS MEDICAL CARE - TAYLOR,46,1.00%,5/13/2004,44.9435598,-86.4158049
2946,KY,FMC - WINCHESTER,61,No Reduction,11/4/2009,37.8222935,-85.7682399
2947,LA,FMCNA - EAST LAFAYETTE,59,0.50%,1/10/2007,30.9733766,-91.4299097
2948,LA,FMCNA - DONALDSONVILLE DIALYSIS,60,No Reduction,4/23/1992,30.9733766,-91.4299097
2949,MI,FMC DIALYSIS - EAST DETROIT,79,No Reduction,4/16/1979,44.9435598,-86.4158049
2950,MI,FMC HASTINGS AVE - HOLLAND,69,No Reduction,12/6/2007,44.9435598,-86.4158049
2951,KY,DAVITA - SOUTH HILL DIALYSIS,73,No Reduction,1/12/1998,37.8222935,-85.7682399
2952,LA,WILLIS KNIGHTON MED CTR-DIALYSIS,55,0.50%,6/12/1989,30.9733766,-91.4299097
2953,MD,FRESENIUS KIDNEY CARE - CROMWELL,59,0.50%,9/1/2001,38.8063524,-77.2684162
2954,IA,SOUTHEASTERN RENAL DIALYSIS LC - W BURLINGTON,82,No Reduction,9/30/1997,41.9383166,-93.389798
2955,LA,DAVITA - FLEUR DE LIS,52,0.50%,3/31/1982,30.9733766,-91.4299097
2956,KY,FMC - OF HARDIN COUNTY,74,No Reduction,6/29/2009,37.8222935,-85.7682399
2957,MI,FMC - ST JOHNS,78,No Reduction,9/19/2014,44.9435598,-86.4158049
2958,MD,HOME DIALYSIS OF MARYLAND LLC,63,No Reduction,10/16/2014,38.8063524,-77.2684162
2959,MI,COMMERCE TOWNSHIP DIALYSIS OF DAVITA,81,No Reduction,9/21/2007,44.9435598,-86.4158049
2960,MI,SOUTHEAST MICHIGAN KIDNEY CENTER,36,1.50%,6/2/1999,44.9435598,-86.4158049
2961,MI,FMC - TAWAS BAY,79,No Reduction,7/7/2004,44.9435598,-86.4158049
2962,KS,FMC - PITTSBURG MIDWEST,79,No Reduction,10/1/1986,38.4987789,-98.3200779
2963,IA,SANFORD HEALTH DIALYSIS HOSPERS,72,No Reduction,11/21/2006,41.9383166,-93.389798
2964,IN,DAVITA - JEFFERSONVILLE DIALYSIS,62,No Reduction,1/26/2012,39.7662195,-86.441277
2965,MA,NORTH SHORE REGIONAL DIALYSIS CENTER,59,0.50%,5/27/1999,42.0629398,-71.718067
2966,ME,DIALYSIS CLINIC INC. - BELFAST,78,No Reduction,2/3/2006,45.2185133,-69.0148656
2967,LA,FMCNA - NEW IBERIA,56,0.50%,8/25/1982,30.9733766,-91.4299097
2968,LA,DAVITA - NOLA,74,No Reduction,5/20/2014,30.9733766,-91.4299097
2969,LA,FMCNA - NEW ORLEANS EAST- FERNCREST,81,No Reduction,4/4/1981,30.9733766,-91.4299097
2970,LA,LADY OF THE SEA DIALYSIS CTR,66,No Reduction,4/6/1992,30.9733766,-91.4299097
2971,MD,FRESENIUS KIDNEY CARE NASHUA COURT,84,No Reduction,9/2/2016,38.8063524,-77.2684162
2972,IA,PELLA DIALYSIS,No Score,No Reduction,4/1/2017,41.9383166,-93.389798
2973,MD,BROOK DIALYSIS LLC,72,No Reduction,12/11/2015,38.8063524,-77.2684162
2974,IN,DAVITA - HOOSIER HILLS DIALYSIS,60,No Reduction,4/1/2010,39.7662195,-86.441277
2975,MD,NXSTAGE KIDNEY CARE GREENBELT,70,No Reduction,4/20/2015,38.8063524,-77.2684162
2976,MD,RENAL CAREPARTNERS - PRINCE FREDERICK,55,0.50%,12/10/2004,38.8063524,-77.2684162
2977,MD,FMC - PRINCESS ANNE,60,No Reduction,1/25/2012,38.8063524,-77.2684162
2978,MI,DAVITA - GRAND HAVEN,85,No Reduction,10/1/1998,44.9435598,-86.4158049
2979,MI,FMC DIALYSIS - MADISON HEIGHTS,55,0.50%,4/8/1992,44.9435598,-86.4158049
2980,MD,NXSTAGE BALTIMORE WEST LLC,No Score,No Reduction,12/10/2015,38.8063524,-77.2684162
2981,MD,KIDNEY HOME CENTER LLC,62,No Reduction,3/29/2016,38.8063524,-77.2684162
2982,KY,DAVITA - DIALYSIS OF CENTRAL KENTUCKY,71,No Reduction,9/1/1977,37.8222935,-85.7682399
2983,MI,HOME DIALYSIS SPECIALTY CENTER,50,0.50%,5/20/2014,44.9435598,-86.4158049
2984,IA,RIVER VALLEY DIALYSIS,46,1.00%,10/1/2012,41.9383166,-93.389798
2985,MA,YANKEE FAMILY DIALYSIS CENTER,69,No Reduction,12/10/1996,42.0629398,-71.718067
2986,MD,DAVITA - SILVER SPRING,76,No Reduction,1/15/1999,38.8063524,-77.2684162
2987,IA,UNIVERSITY OF IOWA HOSPITAL & CLINICS - WASHINGTON,85,No Reduction,3/1/1999,41.9383166,-93.389798
2988,MI,FMC - CASS RIVER,47,1.00%,8/24/2009,44.9435598,-86.4158049
2989,KS,PEDIATRICS DIALYSIS SERVICE AT WESLEY,No Score,No Reduction,1/6/2010,38.4987789,-98.3200779
2990,MD,CAMBRIDGE DIALYSIS CENTER,59,0.50%,12/3/2003,38.8063524,-77.2684162
2991,LA,FMCNA - FLORIDA PARISH KIDNEY CTR,59,0.50%,8/31/1977,30.9733766,-91.4299097
2992,KY,DAVITA - TAYLOR COUNTY DIALYSIS,72,No Reduction,4/4/1990,37.8222935,-85.7682399
2993,MI,DAVITA - GARDEN WEST,61,No Reduction,12/9/1996,44.9435598,-86.4158049
2994,IN,NXKC INDIANAPOLIS NORTHWEST LLC,No Score,No Reduction,10/7/2016,39.7662195,-86.441277
2995,MI,DAVITA - RIVERWOOD DIALYSIS,60,No Reduction,10/13/2010,44.9435598,-86.4158049
2996,MN,SANFORD DIALYSIS DETROIT LAKES,60,No Reduction,4/28/2000,46.4418595,-93.3655146
2997,MN,MARSHALL DIALYSIS OF DAVITA,72,No Reduction,11/14/1990,46.4418595,-93.3655146
2998,MI,TOTAL RENAL CARE INC.,48,1.00%,9/28/2016,44.9435598,-86.4158049
2999,KY,DAVITA - SHELBYVILLE ROAD DIALYSIS,69,No Reduction,10/12/2011,37.8222935,-85.7682399
3000,MI,DAVITA - HIGHLAND PARK,48,1.00%,1/19/1999,44.9435598,-86.4158049
3001,MI,FMC DIALYSIS - NORTHWEST DETROIT,62,No Reduction,7/17/1992,44.9435598,-86.4158049
3002,MD,DAVITA - FALLS ROAD,78,No Reduction,7/29/1998,38.8063524,-77.2684162
3003,MD,DAVITA - ROCKVILLE,62,No Reduction,3/1/1980,38.8063524,-77.2684162
3004,IN,FMC - FRANKLIN,83,No Reduction,6/2/2008,39.7662195,-86.441277
3005,LA,DAVITA - CHATEAU DIALYSIS,44,1.00%,1/16/1985,30.9733766,-91.4299097
3006,MD,US RENAL CARE OF OLD ALEXANDRIA DIALYSIS,60,No Reduction,11/30/2009,38.8063524,-77.2684162
3007,KS,INDEPENDENCE DIALYSIS CENTER,79,No Reduction,8/9/1988,38.4987789,-98.3200779
3008,MA,ATTLEBORO DIALYSIS CENTER,67,No Reduction,4/23/2014,42.0629398,-71.718067
3009,MD,FMC - CROSS KEYS,69,No Reduction,2/25/2015,38.8063524,-77.2684162
3010,IA,CRESTON DIALYSIS,97,No Reduction,12/19/1997,41.9383166,-93.389798
3011,IA,FMC - MAQUOKETA,90,No Reduction,11/1/2009,41.9383166,-93.389798
3012,LA,FMCNA - SLIDELL,67,No Reduction,2/15/2008,30.9733766,-91.4299097
3013,MD,DAVITA - SOUTHERN MARYLAND,25,2.00%,2/5/1996,38.8063524,-77.2684162
3014,LA,VACHERIE DX,81,No Reduction,5/24/1996,30.9733766,-91.4299097
3015,MI,FMC - CHESTERFIELD,79,No Reduction,9/14/2006,44.9435598,-86.4158049
3016,IA,EAST DES MOINES DIALYSIS,65,No Reduction,5/11/2005,41.9383166,-93.389798
3017,KY,FMC - CENTRAL ASHLAND,59,0.50%,11/1/2010,37.8222935,-85.7682399
3018,ME,KENNEBEC KIDNEY CENTER,69,No Reduction,1/11/1999,45.2185133,-69.0148656
3019,KS,GARDEN CITY DIALYSIS CENTER,78,No Reduction,10/25/1989,38.4987789,-98.3200779
3020,IN,HAMMOND DIALYSIS CENTER,54,0.50%,9/8/2016,39.7662195,-86.441277
3021,KY,FMC - SUBURBAN,74,No Reduction,8/14/1996,37.8222935,-85.7682399
3022,MD,BALLENGER CREEK DIALYSIS,66,No Reduction,1/28/2008,38.8063524,-77.2684162
3023,MD,DAVITA - CATONSVILLE NORTH DIALYSIS,60,No Reduction,4/25/2003,38.8063524,-77.2684162
3024,MI,ELIZABETH C HOSICK DIALYSIS CTR,87,No Reduction,5/31/2012,44.9435598,-86.4158049
3025,MD,TAKOMA PARK DIALYSIS,59,0.50%,10/9/1998,38.8063524,-77.2684162
3026,ME,YORK COUNTY DIALYSIS CENTER,67,No Reduction,8/13/1996,45.2185133,-69.0148656
3027,IN,DAVITA - SUMMIT CITY DIALYSIS,47,1.00%,5/21/2012,39.7662195,-86.441277
3028,IA,CEDAR VALLEY WAVERLY DIALYSIS,63,No Reduction,6/1/2009,41.9383166,-93.389798
3029,IN,FMC - VIGO COUNTY,65,No Reduction,7/10/2015,39.7662195,-86.441277
3030,IA,CEDAR VALLEY DIALYSIS CENTER,53,0.50%,10/30/1998,41.9383166,-93.389798
3031,LA,FMCNA - HOUMA,73,No Reduction,6/27/1988,30.9733766,-91.4299097
3032,KY,DCI - FRANKFORT,73,No Reduction,6/27/1994,37.8222935,-85.7682399
3033,MD,BIO-MEDICAL APPLICATIONS OF MARYLAND INC.,78,No Reduction,3/8/2016,38.8063524,-77.2684162
3034,MA,NORWOOD DIALYSIS CENTER,65,No Reduction,11/23/1998,42.0629398,-71.718067
3035,MD,UNIVERSAL DIALYSIS CENTER,51,0.50%,2/16/2011,38.8063524,-77.2684162
3036,MD,FMC - ELKTON,59,0.50%,8/1/1997,38.8063524,-77.2684162
3037,MI,FRESENIUS - IRON MOUNTAIN,83,No Reduction,4/8/1998,44.9435598,-86.4158049
3038,KS,FMC - EL DORADO,79,No Reduction,10/19/1999,38.4987789,-98.3200779
3039,MI,MICHIGAN METROPOLITAN DIALYSIS L.L.C.,67,No Reduction,4/15/2016,44.9435598,-86.4158049
3040,MD,FRESENIUS KIDNEY CARE EASTERN AVE,No Score,No Reduction,9/30/2016,38.8063524,-77.2684162
3041,MA,FALL RIVER KIDNEY CENTER LLC,67,No Reduction,8/13/1991,42.0629398,-71.718067
3042,IN,FMC - PERU DIALYSIS,71,No Reduction,7/6/2009,39.7662195,-86.441277
3043,KY,DAVITA - MAYSVILLE,89,No Reduction,11/5/2007,37.8222935,-85.7682399
3044,MI,LIBERTY DIALYSIS AT LAKELAND - NILES,79,No Reduction,10/7/2005,44.9435598,-86.4158049
3045,MD,BMA - BETHESDA,79,No Reduction,9/1/1977,38.8063524,-77.2684162
3046,KY,DAVITA - LOUISVILLE DIALYSIS,68,No Reduction,9/28/2004,37.8222935,-85.7682399
3047,LA,FMCNA - DIALYSIS SERVICES OF BON CARRE,86,No Reduction,2/22/2005,30.9733766,-91.4299097
3048,KY,DAVITA - CHRISTIAN COUNTY DIALYSIS,46,1.00%,11/1/2001,37.8222935,-85.7682399
3049,KS,FMC - CONCORDIA,91,No Reduction,9/18/1990,38.4987789,-98.3200779
3050,MI,FMC DIALYSIS - ROMULUS,65,No Reduction,11/14/1997,44.9435598,-86.4158049
3051,MN,REDWOOD FALLS DIALYSIS OF DAVITA,85,No Reduction,5/5/1994,46.4418595,-93.3655146
3052,MI,FMC - ALLEGAN,89,No Reduction,8/1/1998,44.9435598,-86.4158049
3053,MI,FMC - KENTWOOD,68,No Reduction,1/13/2015,44.9435598,-86.4158049
3054,MI,BEAUMONT DIALYSIS SERVICES - BERKLEY,39,1.50%,9/1/1977,44.9435598,-86.4158049
3055,LA,DAVITA - DERIDDER DIALYSIS,53,0.50%,3/11/1996,30.9733766,-91.4299097
3056,LA,FMCNA - DENHAM SPRINGS,64,No Reduction,1/4/2008,30.9733766,-91.4299097
3057,MI,GROSSE POINTE DIALYSIS OF DAVITA,53,0.50%,2/7/2008,44.9435598,-86.4158049
3058,LA,FMCNA - DIALYSIS SERVICES-MAMOU,75,No Reduction,6/26/2003,30.9733766,-91.4299097
3059,MN,FMC MORA DIALYSIS CENTER,79,No Reduction,8/1/1998,46.4418595,-93.3655146
3060,KY,DAVITA - BARDSTOWN DIALYSIS,86,No Reduction,4/21/2004,37.8222935,-85.7682399
3061,MI,SOUTHFIELD WEST DIALYSIS OF DAVITA,61,No Reduction,2/25/2003,44.9435598,-86.4158049
3062,MI,DAVITA - SCHAEFER DR,55,0.50%,11/1/1999,44.9435598,-86.4158049
3063,MD,NMS DIALYSIS OF SPRINGBROOK,31,1.50%,4/8/1998,38.8063524,-77.2684162
3064,MI,DAVITA - WEST BRANCH DIALYSIS,67,No Reduction,1/6/1994,44.9435598,-86.4158049
3065,MI,KEYSTONE DIALYSIS LLC,44,1.00%,12/28/2016,44.9435598,-86.4158049
3066,MD,DAVITA - CATONSVILLE,63,No Reduction,6/1/1987,38.8063524,-77.2684162
3067,MI,FMC - EAST LANSING,70,No Reduction,3/22/1996,44.9435598,-86.4158049
3068,IN,FMC-VINCENNES,No Score,No Reduction,9/9/2016,39.7662195,-86.441277
3069,KS,WYANDOTTE WEST DIALYSIS,64,No Reduction,3/11/1999,38.4987789,-98.3200779
3070,LA,HAMMOND DIALYSIS CLINIC LLC,No Score,No Reduction,7/31/2017,30.9733766,-91.4299097
3071,LA,DAVITA - FREMAUX DIALYSIS,44,1.00%,12/29/2015,30.9733766,-91.4299097
3072,MA,SOUTH BERKSHIRE COUNTY DIALYSIS CENTER,81,No Reduction,2/25/2009,42.0629398,-71.718067
3073,MA,PEABODY DIALYSIS CENTER,67,No Reduction,4/8/1998,42.0629398,-71.718067
3074,MA,BROCKTON DIALYSIS CENTER LLC,72,No Reduction,12/15/2011,42.0629398,-71.718067
3075,KY,FMC - HAZARD,75,No Reduction,6/23/1989,37.8222935,-85.7682399
3076,LA,FMCNA - BATON ROUGE,72,No Reduction,8/31/1977,30.9733766,-91.4299097
3077,LA,DAVITA - WALKER DIALYSIS,85,No Reduction,9/20/2016,30.9733766,-91.4299097
3078,KS,RENAL CARE GROUP - DODGE CITY,85,No Reduction,12/1/1986,38.4987789,-98.3200779
3079,IN,DAVITA - INDY SOUTH DIALYSIS,68,No Reduction,11/28/2007,39.7662195,-86.441277
3080,KS,RENAL CARE GROUP - HAYS,73,No Reduction,12/1/1986,38.4987789,-98.3200779
3081,MD,FRESENIUS KIDNEY CARE FLEET STREET,64,No Reduction,6/24/2016,38.8063524,-77.2684162
3082,KS,PARSONS DIALYSIS CENTER,85,No Reduction,5/29/1997,38.4987789,-98.3200779
3083,LA,FMCNA - NORTH LAFAYETTE,46,1.00%,4/4/1994,30.9733766,-91.4299097
3084,MA,FRESENIUS MEDICAL CARE OF MARLBOROUGH,69,No Reduction,10/25/2007,42.0629398,-71.718067
3085,MI,DAVITA - MUSKEGON,73,No Reduction,10/1/1998,44.9435598,-86.4158049
3086,KY,DIALYSIS SERVICES OF LONDON,70,No Reduction,6/27/2013,37.8222935,-85.7682399
3087,KY,FMC - PRESTONSBURG,65,No Reduction,6/26/1986,37.8222935,-85.7682399
3088,LA,SNG-ST TAMMANY DX CTR LP,65,No Reduction,5/26/2005,30.9733766,-91.4299097
3089,MI,FMC DIALYSIS - BEWICK,59,0.50%,7/21/2000,44.9435598,-86.4158049
3090,LA,DAVITA - MARIGNY DIALYSIS,49,1.00%,1/30/2015,30.9733766,-91.4299097
3091,LA,FMCNA - FARMERVILLE,78,No Reduction,2/7/2000,30.9733766,-91.4299097
3092,KY,DAVITA WEST BROADWAY DIALYSIS,82,No Reduction,11/27/2006,37.8222935,-85.7682399
3093,MI,FMC - KALAMAZOO EAST,75,No Reduction,12/6/2006,44.9435598,-86.4158049
3094,KY,FMC - BARDSTOWN,57,0.50%,1/5/2006,37.8222935,-85.7682399
3095,MD,LARGO PERITONEAL DIALYSIS,41,1.00%,5/30/2014,38.8063524,-77.2684162
3096,MI,FMC - KALAMAZOO PD UNIT,72,No Reduction,11/2/2005,44.9435598,-86.4158049
3097,IN,LOFIELD DIALYSIS LLC,No Score,No Reduction,9/29/2017,39.7662195,-86.441277
